ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
TNC,TENNANT COMPANY,2026-02-16,2025-12-31,1.67,USD,nan,12month,2026-01-07
