ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
PLUG,PLUG POWER INC,2026-02-26,2025-12-31,-0.1052,USD,nan,12month,2026-01-07
