ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
ETN,EATON CORPORATION PLC,2026-01-30,2025-12-31,3.34,USD,nan,12month,2026-01-07
