ticker,fiscalDateEnding,reportedDate,revenue_forecast,eps_forecast,netIncome_forecast,report_lag_days_used
META,2025-12-30,2026-01-28,58860515568.99591,7.9695215951252605,16614859511.970512,29
META,2026-03-30,2026-04-28,53806108254.887665,7.581542181276321,-4710972235.400013,29
META,2026-06-30,2026-07-29,58463156341.482895,8.028142052331177,22931377311.338135,29
META,2026-09-30,2026-10-29,61730379914.81763,8.463737480929526,-20382493994.3825,29
META,2026-12-30,2027-01-28,69444019685.60716,9.3219367455144,42502279779.77806,29
META,2027-03-30,2027-04-28,64572582559.258125,8.873893329678337,-51205075542.08806,29
META,2027-06-30,2027-07-29,69412600833.61258,9.412079136663973,82394016430.5867,29
META,2027-09-30,2027-10-29,72862794594.70653,9.823543935547393,-117029875613.31989,29
META,2027-12-30,2028-01-28,80759404553.25528,10.745910157272181,174850048037.88242,29
