ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
JPM,JPMORGAN CHASE & COMPANY,2026-01-13,2025-12-31,4.97,USD,pre-market,12month,2026-01-07
