ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
BCRX,BIOCRYST PHARMACEUTICALS INC,2026-02-23,2025-12-31,0.05,USD,nan,12month,2026-01-07
