ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
EMA,EMERA INCORPORATED,2026-02-06,2025-12-31,0.44,USD,nan,12month,2026-01-07
