ticker,fiscalDateEnding,reportedDate,revenue_forecast,eps_forecast,netIncome_forecast,report_lag_days_used
NVDA,2026-01-31,2026-02-22,64155929349.11223,1.456692785160361,36668298183.8681,22
NVDA,2026-04-30,2026-05-22,70513947785.1906,1.5768084405463139,42622850659.04948,22
NVDA,2026-07-31,2026-08-22,75882757301.22054,1.6753524538710516,44127879362.00637,22
NVDA,2026-10-31,2026-11-22,84656887106.82321,1.8349359079635568,47388286128.34656,22
NVDA,2027-01-31,2027-02-22,91568621920.20328,1.943719378497668,50910091670.878136,22
NVDA,2027-04-30,2027-05-22,98233736026.81372,1.8947827524445446,46404023052.77139,22
NVDA,2027-07-31,2027-08-22,104179057054.50659,2.159536514963525,56843073493.33006,22
NVDA,2027-10-31,2027-11-22,113662810785.34283,2.435233092983225,64088709899.68083,22
NVDA,2028-01-31,2028-02-22,121349937425.99303,2.618407662191052,70335030178.0085,22
