ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
ABBV,ABBVIE INC,2026-01-30,2025-12-31,3.37,USD,nan,12month,2026-01-07
