ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
ASB,ASSOCIATED BANC-CORP,2026-01-22,2025-12-31,0.69,USD,post-market,12month,2026-01-07
