ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
WLFC,WILLIS LEASE FINANCE CORP,2026-03-16,2025-12-31,3.23,USD,nan,12month,2026-01-07
