ticker,fiscalDateEnding,reportedDate,revenue_forecast,eps_forecast,netIncome_forecast,report_lag_days_used
TSLA,2025-12-30,2026-01-22,28672195063.749584,0.44914173268208807,2526280951.5204124,23
TSLA,2026-03-30,2026-04-22,25495362181.032707,0.1757455317477437,201884719.0346992,23
TSLA,2026-06-30,2026-07-23,27606383047.84758,0.2261611013151675,281289131.5242753,23
TSLA,2026-09-30,2026-10-23,29833303445.866127,0.27880367432323416,434036035.41439885,23
TSLA,2026-12-30,2027-01-22,31033530000.98734,0.33259929707372976,1698307585.3518598,23
TSLA,2027-03-30,2027-04-22,27835757505.469727,0.053856986207792945,-734429935.9786446,23
TSLA,2027-06-30,2027-07-23,29925838759.483852,0.09892644584362428,-687016576.1569602,23
TSLA,2027-09-30,2027-10-23,32131819544.70166,0.1462229089200985,-592838522.7964194,23
TSLA,2027-12-30,2028-01-22,33311106487.022133,0.19467242173900162,622116005.7418922,23
