ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
CNXC,CONCENTRIX CORP,2026-01-13,2025-11-30,2.5,USD,pre-market,12month,2026-01-07
