ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,2026-02-11,2025-12-31,2.07,USD,nan,12month,2026-01-07
