ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
CCS,CENTURY COMMUNITIES INC,2026-01-28,2025-12-31,1.39,USD,post-market,12month,2026-01-07
