ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
GPK,GRAPHIC PACKAGING HOLDING COMPANY,2026-02-03,2025-12-31,0.39,USD,nan,12month,2026-01-07
