ticker,company_name,reportedDate,fiscalDateEnding,estimatedEPS,currency,timeOfTheDay,horizon_used,pulled_on
GGB,GERDAU S.A.,2026-02-18,2025-12-31,0.11,USD,nan,12month,2026-01-07
