fiscalDateEnding,totalRevenue,netIncome,reportedDate,reportedEPS,estimatedEPS,commonStockSharesOutstanding,operatingCashflow,capitalExpenditures,eps_computed_simple,freeCashFlow
2007-09-30,,-2509000,2007-09-30,-11.4761,,218634,-2719,0,-11.47579973837555,-2719
2007-12-31,,-1520000,2008-02-27,-6.8715,,343175,-694347,0,-4.429227070736505,-694347
2008-03-31,,-273000,2008-05-28,-0.7947,,341110,-261896,0,-0.8003283398317258,-261896
2008-06-30,,-1263000,2008-09-03,-3.4315,,366085,-671991,0,-3.4500184383408223,-671991
2008-09-30,,-815000,2008-12-03,-2.1082,,386565,-935106,0,-2.1083129615976612,-935106
2008-12-31,,-953000,2009-02-25,-2.5729,,389116,-664492,0,-2.4491411301514203,-664492
2009-03-31,34064.0,-1621236,2009-06-03,-4.1665,,389116,-917681,0,-4.16645935916282,-917681
2009-06-30,,-1228000,2009-09-02,-3.1484,,390051,-1291129,0,-3.1483062471317855,-1291129
2009-09-30,,-928000,2009-12-02,-2.3755,,390800,-952567,0,-2.374616171954964,-952567
2009-12-31,,-776000,2010-03-03,-2.0,,391301,-409381,0,-1.9831280778735552,-409381
2010-03-31,,-871000,2010-06-02,-2.2249,,391301,-637891,0,-2.225907932767869,-637891
2010-06-30,,-488000,2010-08-12,-1.2,-1.2,392587,-909268,0,-1.2430365753323467,-909268
2010-09-30,,-746000,2010-11-08,-2.0,-1.2,396497,-575336,0,-1.8814770351351964,-575336
2010-12-31,,-426155,2011-03-02,-1.0799,,398301,-175816,0,-1.0699320363242875,-175816
2011-03-31,,-432313,2011-06-01,-1.0854,,398301,-220596,0,-1.085392705516682,-220596
2011-06-30,,-164465,2011-08-31,-0.4134,,397880,-65313,0,-0.4133532723434201,-65313
2011-09-30,,-85400,2011-11-30,-0.2148,,397520,-30936,0,-0.21483195814047093,-30936
2011-12-31,,-272000,2012-02-29,-0.9345,,1063000,25685,0,-0.2558795860771402,25685
2012-03-31,100000.0,-1379000,2012-05-30,-1.297,,1063000,-334842,14607,-1.297271872060207,-349449
2012-06-30,,-1306000,2012-08-29,-0.3886,,3875000,-282563,701,-0.33703225806451614,-283264
2012-09-30,,-1245826,2012-11-28,-0.2003,,6219821,-669722,15000,-0.2002993333730987,-684722
2012-12-31,,-1453028,2013-02-27,-0.3234,,7788236,-613713,184,-0.18656702236552666,-613897
2013-03-31,2500.0,-1465481,2013-05-29,-0.1882,,7788236,-1057775,1449,-0.18816597237166413,-1059224
2013-06-30,2500.0,-2218000,2013-08-28,-0.2495,,8891000,-1004989,3723,-0.24946575188392756,-1008712
2013-09-30,2500.0,-2077000,2013-11-11,-0.2318,,8962000,-1137395,5308,-0.2317563043963401,-1142703
2013-12-31,2500.0,-1882127,2014-02-26,-0.21,,9010602,-1238785,9523,-0.20887916256871628,-1248308
2014-03-31,2000.0,-2325163,2014-05-28,-0.258,,9010602,-1676516,9894,-0.2580474645312267,-1686410
2014-06-30,667701.0,-2596000,2014-09-03,-0.2849,,9110000,-1532385,4882,-0.2849615806805708,-1537267
2014-09-30,441030.0,-2452000,2014-11-12,-0.3,-0.25,9154000,-1795129,77158,-0.26786104435219577,-1872287
2014-12-31,550105.0,-2745000,2015-03-12,-0.3,-0.26,9337275,-2051398,82052,-0.29398298754186847,-2133450
2015-03-31,1563000.0,-3093000,2015-05-13,-0.33,-0.25,9337000,-2275000,28000,-0.331262718217843,-2303000
2015-06-30,1967000.0,-3730000,2015-08-12,-0.39,-0.31,9502000,-3172000,180000,-0.39254893706588084,-3352000
2015-09-30,2683000.0,-3952000,2015-11-12,-0.41,-0.38,9604000,-2395000,625000,-0.4114952103290296,-3020000
2015-12-31,3503000.0,-5124000,2016-03-23,-0.48,-0.26,10407000,-3301000,347000,-0.49236091092533874,-3648000
2016-03-31,4381000.0,-4496000,2016-05-12,-0.42,-0.27,10407430,-2301000,2423000,-0.4319990622084415,-4724000
2016-06-30,4907000.0,-4639000,2016-08-15,-0.35,,13333000,-2767000,3457000,-0.3479336983424586,-6224000
