date,close,reportedDate_point,trailing_eps_4q_point,is_forecast_point,teps_source_point,trailing_eps_4q,pe_ratio,pe_assumed_low,pe_assumed_mid,pe_assumed_high,price_est_low,price_est_mid,price_est_high,valuation_gap_mid
1999-11-01,8.56,,,,,,,,,,,,,
1999-11-02,8.32,,,,,,,,,,,,,
1999-11-03,8.0,,,,,,,,,,,,,
1999-11-04,8.04,,,,,,,,,,,,,
1999-11-05,8.08,,,,,,,,,,,,,
1999-11-08,7.56,,,,,,,,,,,,,
1999-11-09,7.44,,,,,,,,,,,,,
1999-11-10,7.4,,,,,,,,,,,,,
1999-11-11,7.6,,,,,,,,,,,,,
1999-11-12,7.48,,,,,,,,,,,,,
1999-11-15,7.32,,,,,,,,,,,,,
1999-11-16,7.48,,,,,,,,,,,,,
1999-11-17,8.12,,,,,,,,,,,,,
1999-11-18,8.08,,,,,,,,,,,,,
1999-11-19,7.56,,,,,,,,,,,,,
1999-11-22,7.6,,,,,,,,,,,,,
1999-11-23,7.52,,,,,,,,,,,,,
1999-11-24,7.24,,,,,,,,,,,,,
1999-11-26,7.32,,,,,,,,,,,,,
1999-11-29,7.4,,,,,,,,,,,,,
1999-11-30,7.48,,,,,,,,,,,,,
1999-12-01,7.48,,,,,,,,,,,,,
1999-12-02,8.0,,,,,,,,,,,,,
1999-12-03,8.0,,,,,,,,,,,,,
1999-12-06,7.32,,,,,,,,,,,,,
1999-12-07,7.32,,,,,,,,,,,,,
1999-12-08,7.4,,,,,,,,,,,,,
1999-12-09,7.24,,,,,,,,,,,,,
1999-12-10,7.44,,,,,,,,,,,,,
1999-12-13,7.04,,,,,,,,,,,,,
1999-12-14,7.08,,,,,,,,,,,,,
1999-12-15,7.2,,,,,,,,,,,,,
1999-12-16,7.16,,,,,,,,,,,,,
1999-12-17,7.2,,,,,,,,,,,,,
1999-12-20,7.2,,,,,,,,,,,,,
1999-12-21,7.12,,,,,,,,,,,,,
1999-12-22,7.12,,,,,,,,,,,,,
1999-12-23,7.12,,,,,,,,,,,,,
1999-12-27,7.56,,,,,,,,,,,,,
1999-12-28,8.04,,,,,,,,,,,,,
1999-12-29,8.32,,,,,,,,,,,,,
1999-12-30,8.28,,,,,,,,,,,,,
1999-12-31,8.2,,,,,,,,,,,,,
2000-01-03,8.08,,,,,,,,,,,,,
2000-01-04,7.48,,,,,,,,,,,,,
2000-01-05,7.56,,,,,,,,,,,,,
2000-01-06,8.0,,,,,,,,,,,,,
2000-01-07,8.2,,,,,,,,,,,,,
2000-01-10,7.56,,,,,,,,,,,,,
2000-01-11,7.6,,,,,,,,,,,,,
2000-01-12,7.6,,,,,,,,,,,,,
2000-01-13,8.2,,,,,,,,,,,,,
2000-01-14,8.36,,,,,,,,,,,,,
2000-01-18,8.28,,,,,,,,,,,,,
2000-01-19,8.2,,,,,,,,,,,,,
2000-01-20,8.2,,,,,,,,,,,,,
2000-01-21,8.24,,,,,,,,,,,,,
2000-01-24,8.24,,,,,,,,,,,,,
2000-01-25,7.48,,,,,,,,,,,,,
2000-01-26,7.48,,,,,,,,,,,,,
2000-01-27,7.44,,,,,,,,,,,,,
2000-01-28,7.36,,,,,,,,,,,,,
2000-01-31,7.36,,,,,,,,,,,,,
2000-02-01,7.2,,,,,,,,,,,,,
2000-02-02,7.36,,,,,,,,,,,,,
2000-02-03,8.0,,,,,,,,,,,,,
2000-02-04,8.0,,,,,,,,,,,,,
2000-02-07,8.12,,,,,,,,,,,,,
2000-02-08,8.24,,,,,,,,,,,,,
2000-02-09,8.12,,,,,,,,,,,,,
2000-02-10,8.16,,,,,,,,,,,,,
2000-02-11,8.08,,,,,,,,,,,,,
2000-02-14,7.48,,,,,,,,,,,,,
2000-02-15,7.48,,,,,,,,,,,,,
2000-02-16,7.52,,,,,,,,,,,,,
2000-02-17,8.08,,,,,,,,,,,,,
2000-02-18,8.0,,,,,,,,,,,,,
2000-02-22,7.48,,,,,,,,,,,,,
2000-02-23,7.56,,,,,,,,,,,,,
2000-02-24,8.04,,,,,,,,,,,,,
2000-02-25,8.0,,,,,,,,,,,,,
2000-02-28,7.36,,,,,,,,,,,,,
2000-02-29,8.0,,,,,,,,,,,,,
2000-03-01,7.28,,,,,,,,,,,,,
2000-03-02,7.32,,,,,,,,,,,,,
2000-03-03,7.24,,,,,,,,,,,,,
2000-03-06,7.16,,,,,,,,,,,,,
2000-03-07,7.2,,,,,,,,,,,,,
2000-03-08,7.12,,,,,,,,,,,,,
2000-03-09,6.6,,,,,,,,,,,,,
2000-03-10,6.44,,,,,,,,,,,,,
2000-03-13,6.32,,,,,,,,,,,,,
2000-03-14,6.4,,,,,,,,,,,,,
2000-03-15,6.56,,,,,,,,,,,,,
2000-03-16,7.44,,,,,,,,,,,,,
2000-03-17,7.12,,,,,,,,,,,,,
2000-03-20,7.08,,,,,,,,,,,,,
2000-03-21,7.16,,,,,,,,,,,,,
2000-03-22,6.6,,,,,,,,,,,,,
2000-03-23,6.28,,,,,,,,,,,,,
2000-03-24,6.32,,,,,,,,,,,,,
2000-03-27,6.32,,,,,,,,,,,,,
2000-03-28,6.16,,,,,,,,,,,,,
2000-03-29,6.2,,,,,,,,,,,,,
2000-03-30,6.52,,,,,,,,,,,,,
2000-03-31,6.2,,,,,,,,,,,,,
2000-04-03,7.16,,,,,,,,,,,,,
2000-04-04,7.4,,,,,,,,,,,,,
2000-04-05,7.56,,,,,,,,,,,,,
2000-04-06,7.44,,,,,,,,,,,,,
2000-04-07,7.56,,,,,,,,,,,,,
2000-04-10,7.44,,,,,,,,,,,,,
2000-04-11,7.24,,,,,,,,,,,,,
2000-04-12,7.12,,,,,,,,,,,,,
2000-04-13,7.0,,,,,,,,,,,,,
2000-04-14,6.52,,,,,,,,,,,,,
2000-04-17,7.12,,,,,,,,,,,,,
2000-04-18,7.12,,,,,,,,,,,,,
2000-04-19,7.24,,,,,,,,,,,,,
2000-04-20,7.28,,,,,,,,,,,,,
2000-04-24,7.24,,,,,,,,,,,,,
2000-04-25,7.16,,,,,,,,,,,,,
2000-04-26,7.2,,,,,,,,,,,,,
2000-04-27,7.24,,,,,,,,,,,,,
2000-04-28,7.28,,,,,,,,,,,,,
2000-05-01,7.36,,,,,,,,,,,,,
2000-05-02,7.24,,,,,,,,,,,,,
2000-05-03,7.28,,,,,,,,,,,,,
2000-05-04,7.4,,,,,,,,,,,,,
2000-05-05,7.4,,,,,,,,,,,,,
