date,close,reportedDate_point,trailing_eps_4q_point,is_forecast_point,teps_source_point,trailing_eps_4q,pe_ratio,pe_assumed_low,pe_assumed_mid,pe_assumed_high,price_est_low,price_est_mid,price_est_high,valuation_gap_mid
1999-11-01,18.94,,,,,,,,,,,,,
1999-11-02,19.13,,,,,,,,,,,,,
1999-11-03,18.88,,,,,,,,,,,,,
1999-11-04,18.81,,,,,,,,,,,,,
1999-11-05,18.69,,,,,,,,,,,,,
1999-11-08,18.94,,,,,,,,,,,,,
1999-11-09,18.31,,,,,,,,,,,,,
1999-11-10,18.38,,,,,,,,,,,,,
1999-11-11,18.5,,,,,,,,,,,,,
1999-11-12,18.56,,,,,,,,,,,,,
1999-11-15,18.69,,,,,,,,,,,,,
1999-11-16,18.75,,,,,,,,,,,,,
1999-11-17,19.31,,,,,,,,,,,,,
1999-11-18,18.94,,,,,,,,,,,,,
1999-11-19,19.13,,,,,,,,,,,,,
1999-11-22,18.75,,,,,,,,,,,,,
1999-11-23,18.56,,,,,,,,,,,,,
1999-11-24,18.38,,,,,,,,,,,,,
1999-11-26,18.44,,,,,,,,,,,,,
1999-11-29,18.81,,,,,,,,,,,,,
1999-11-30,18.88,,,,,,,,,,,,,
1999-12-01,18.94,,,,,,,,,,,,,
1999-12-02,18.88,,,,,,,,,,,,,
1999-12-03,18.56,,,,,,,,,,,,,
1999-12-06,18.38,,,,,,,,,,,,,
1999-12-07,18.25,,,,,,,,,,,,,
1999-12-08,18.25,,,,,,,,,,,,,
1999-12-09,18.19,,,,,,,,,,,,,
1999-12-10,18.13,,,,,,,,,,,,,
1999-12-13,18.19,,,,,,,,,,,,,
1999-12-14,18.0,,,,,,,,,,,,,
1999-12-15,18.31,,,,,,,,,,,,,
1999-12-16,18.5,,,,,,,,,,,,,
1999-12-17,19.44,,,,,,,,,,,,,
1999-12-20,19.0,,,,,,,,,,,,,
1999-12-21,19.25,,,,,,,,,,,,,
1999-12-22,20.0,,,,,,,,,,,,,
1999-12-23,20.06,,,,,,,,,,,,,
1999-12-27,19.69,,,,,,,,,,,,,
1999-12-28,19.69,,,,,,,,,,,,,
1999-12-29,19.75,,,,,,,,,,,,,
1999-12-30,20.5,,,,,,,,,,,,,
1999-12-31,20.19,,,,,,,,,,,,,
2000-01-03,20.0,,,,,,,,,,,,,
2000-01-04,20.19,,,,,,,,,,,,,
2000-01-05,20.19,,,,,,,,,,,,,
2000-01-06,19.88,,,,,,,,,,,,,
2000-01-07,20.19,,,,,,,,,,,,,
2000-01-10,20.31,,,,,,,,,,,,,
2000-01-11,20.5,,,,,,,,,,,,,
2000-01-12,20.06,,,,,,,,,,,,,
2000-01-13,20.06,,,,,,,,,,,,,
2000-01-14,20.06,,,,,,,,,,,,,
2000-01-18,20.0,,,,,,,,,,,,,
2000-01-19,20.56,,,,,,,,,,,,,
2000-01-20,20.25,,,,,,,,,,,,,
2000-01-21,19.88,,,,,,,,,,,,,
2000-01-24,19.31,,,,,,,,,,,,,
2000-01-25,19.88,,,,,,,,,,,,,
2000-01-26,19.75,,,,,,,,,,,,,
2000-01-27,19.44,,,,,,,,,,,,,
2000-01-28,19.25,,,,,,,,,,,,,
2000-01-31,19.19,,,,,,,,,,,,,
2000-02-01,19.56,,,,,,,,,,,,,
2000-02-02,19.38,,,,,,,,,,,,,
2000-02-03,19.75,,,,,,,,,,,,,
2000-02-04,19.56,,,,,,,,,,,,,
2000-02-07,19.25,,,,,,,,,,,,,
2000-02-08,19.38,,,,,,,,,,,,,
2000-02-09,18.88,,,,,,,,,,,,,
2000-02-10,18.75,,,,,,,,,,,,,
2000-02-11,18.5,,,,,,,,,,,,,
2000-02-14,18.63,,,,,,,,,,,,,
2000-02-15,18.06,,,,,,,,,,,,,
2000-02-16,18.56,,,,,,,,,,,,,
2000-02-17,17.75,,,,,,,,,,,,,
2000-02-18,18.25,,,,,,,,,,,,,
2000-02-22,19.13,,,,,,,,,,,,,
2000-02-23,18.38,,,,,,,,,,,,,
2000-02-24,17.38,,,,,,,,,,,,,
2000-02-25,17.25,,,,,,,,,,,,,
2000-02-28,17.56,,,,,,,,,,,,,
2000-02-29,17.38,,,,,,,,,,,,,
2000-03-01,17.38,,,,,,,,,,,,,
2000-03-02,17.38,,,,,,,,,,,,,
2000-03-03,17.56,,,,,,,,,,,,,
2000-03-06,16.56,,,,,,,,,,,,,
2000-03-07,15.31,,,,,,,,,,,,,
2000-03-08,15.25,,,,,,,,,,,,,
2000-03-09,15.56,,,,,,,,,,,,,
2000-03-10,14.56,,,,,,,,,,,,,
2000-03-13,15.06,,,,,,,,,,,,,
2000-03-14,15.0,,,,,,,,,,,,,
2000-03-15,15.0,,,,,,,,,,,,,
2000-03-16,16.69,,,,,,,,,,,,,
2000-03-17,16.13,,,,,,,,,,,,,
2000-03-20,16.94,,,,,,,,,,,,,
2000-03-21,16.81,,,,,,,,,,,,,
2000-03-22,16.13,,,,,,,,,,,,,
2000-03-23,16.31,,,,,,,,,,,,,
2000-03-24,15.94,,,,,,,,,,,,,
2000-03-27,16.0,,,,,,,,,,,,,
2000-03-28,15.63,,,,,,,,,,,,,
2000-03-29,15.94,,,,,,,,,,,,,
2000-03-30,16.19,,,,,,,,,,,,,
2000-03-31,16.44,,,,,,,,,,,,,
2000-04-03,16.69,,,,,,,,,,,,,
2000-04-04,16.19,,,,,,,,,,,,,
2000-04-05,15.81,,,,,,,,,,,,,
2000-04-06,15.44,,,,,,,,,,,,,
2000-04-07,15.56,,,,,,,,,,,,,
2000-04-10,15.56,,,,,,,,,,,,,
2000-04-11,15.69,,,,,,,,,,,,,
2000-04-12,15.69,,,,,,,,,,,,,
2000-04-13,14.94,,,,,,,,,,,,,
2000-04-14,14.13,,,,,,,,,,,,,
2000-04-17,13.63,,,,,,,,,,,,,
2000-04-18,14.06,,,,,,,,,,,,,
2000-04-19,13.81,,,,,,,,,,,,,
2000-04-20,13.69,,,,,,,,,,,,,
2000-04-24,13.63,,,,,,,,,,,,,
2000-04-25,14.88,,,,,,,,,,,,,
2000-04-26,14.81,,,,,,,,,,,,,
2000-04-27,14.19,,,,,,,,,,,,,
2000-04-28,13.94,,,,,,,,,,,,,
2000-05-01,14.44,,,,,,,,,,,,,
2000-05-02,14.81,,,,,,,,,,,,,
2000-05-03,14.0,,,,,,,,,,,,,
2000-05-04,13.75,,,,,,,,,,,,,
2000-05-05,14.38,,,,,,,,,,,,,
2000-05-08,14.31,,,,,,,,,,,,,
2000-05-09,14.5,,,,,,,,,,,,,
2000-05-10,14.56,,,,,,,,,,,,,
2000-05-11,14.88,,,,,,,,,,,,,
2000-05-12,15.13,,,,,,,,,,,,,
2000-05-15,14.94,,,,,,,,,,,,,
2000-05-16,15.0,,,,,,,,,,,,,
2000-05-17,14.81,,,,,,,,,,,,,
2000-05-18,14.88,,,,,,,,,,,,,
2000-05-19,14.88,,,,,,,,,,,,,
2000-05-22,14.44,,,,,,,,,,,,,
2000-05-23,15.0,,,,,,,,,,,,,
2000-05-24,14.13,,,,,,,,,,,,,
2000-05-25,14.81,,,,,,,,,,,,,
2000-05-26,14.13,,,,,,,,,,,,,
2000-05-30,14.63,,,,,,,,,,,,,
2000-05-31,15.13,,,,,,,,,,,,,
2000-06-01,14.88,,,,,,,,,,,,,
