date,close,reportedDate_point,trailing_eps_4q_point,is_forecast_point,teps_source_point,trailing_eps_4q,pe_ratio,pe_assumed_low,pe_assumed_mid,pe_assumed_high,price_est_low,price_est_mid,price_est_high,valuation_gap_mid
2020-08-19,25.64,2020-06-30,2.0574,0.0,actual,2.0574,12.462331097501702,,,,,,,
2020-08-20,25.9,,,,,2.074128571428571,12.4871718931875,,,,,,,
2020-08-21,26.13,,,,,2.0908571428571427,12.49726701284504,,,,,,,
2020-08-24,26.17,,,,,2.141042857142857,12.223015486445194,,,,,,,
2020-08-25,26.29,,,,,2.1577714285714285,12.18386695267604,,,,,,,
2020-08-26,26.26,,,,,2.1745,12.076339388365142,,,,,,,
2020-08-27,26.19,,,,,2.191228571428572,11.952199027290623,,,,,,,
2020-08-28,26.11,,,,,2.2079571428571425,11.825410689907285,,,,,,,
2020-08-31,26.18,,,,,2.258142857142857,11.593597773138484,,,,,,,
2020-09-01,26.22,,,,,2.274871428571428,11.525926111993773,,,,,,,
2020-09-02,26.37,,,,,2.2916,11.507243847093736,,,,,,,
2020-09-03,26.07,,,,,2.3083285714285715,11.293886114257068,,,,,,,
2020-09-04,25.94,,,,,2.3250571428571427,11.15671504233383,,,,,,,
2020-09-08,25.82,,,,,2.3919714285714284,10.794443316332016,,,,,,,
2020-09-09,26.07,,,,,2.4087,10.82326566197534,,,,,,,
2020-09-10,26.08,,,,,2.425428571428572,10.752738838496876,,,,,,,
2020-09-11,26.1,,,,,2.442157142857143,10.687272961257904,,,,,,,
2020-09-14,26.14,,,,,2.492342857142857,10.488123624358035,,,,,,,
2020-09-15,26.15,,,,,2.5090714285714286,10.42218236684032,,,,,,,
2020-09-16,26.11,,,,,2.5258,10.337318869269144,,,,,,,
2020-09-17,25.99,,,,,2.542528571428571,10.222107350949845,,,,,,,
2020-09-18,26.02,,,,,2.5592571428571427,10.167012749235267,,,,,,,
2020-09-21,25.94,,,,,2.6094428571428567,9.940819331986578,,,,,,,
2020-09-22,26.06,,,,,2.6261714285714284,9.92319073937073,,,,,,,
2020-09-23,25.94,,,,,2.6429,9.814975973362596,,,,,,,
2020-09-24,26.02,,,,,2.6596285714285712,9.783320979298937,,,,,,,
2020-09-25,26.12,,,,,2.6763571428571424,9.759534548560143,,,,,,,
2020-09-28,26.16,,,,,2.726542857142857,9.594567689067263,,,,,,,
2020-09-29,26.18,,,,,2.743271428571428,9.54335022314338,,,,,,,
2020-09-30,26.18,2020-09-30,2.76,0.0,actual,2.76,9.485507246376812,,,,,,,
2020-10-01,26.16,,,,,2.758457608695652,9.4835606382111,,,,,,,
2020-10-02,26.16,,,,,2.7569152173913043,9.488866336903014,,,,,,,
2020-10-05,26.19,,,,,2.7522880434782606,9.51571913487,,,,,,,
2020-10-06,26.2,,,,,2.750745652173913,9.524690143305016,,,,,,,
2020-10-07,26.26,,,,,2.749203260869565,9.55185830519277,,,,,,,
2020-10-08,26.24,,,,,2.7476608695652174,9.54994129393856,,,,,,,
2020-10-09,26.37,,,,,2.746118478260869,9.602644681485213,,,,,,,
2020-10-12,26.47,,,,,2.741491304347826,9.655328819763284,,,,,,,
2020-10-13,26.32,,,,,2.739948913043478,9.6060185190695,,,,,,,
2020-10-14,26.34,,,,,2.7384065217391305,9.618732569798208,,,,,,,
2020-10-15,26.33,,,,,2.7368641304347823,9.620499500578852,,,,,,,
2020-10-16,26.36,,,,,2.7353217391304345,9.636891932274084,,,,,,,
2020-10-19,26.4,,,,,2.730694565217392,9.667869975746733,,,,,,,
2020-10-20,26.33,,,,,2.7291521739130435,9.647684820098611,,,,,,,
2020-10-21,26.33,,,,,2.727609782608696,9.653140331098934,,,,,,,
2020-10-22,26.51,,,,,2.726067391304348,9.72463119751258,,,,,,,
2020-10-23,26.78,,,,,2.724525,9.829236288894394,,,,,,,
2020-10-26,26.71,,,,,2.719897826086956,9.82022182738642,,,,,,,
2020-10-27,26.73,,,,,2.7183554347826084,9.833151197954969,,,,,,,
2020-10-28,26.25,,,,,2.7168130434782607,9.662056085535005,,,,,,,
2020-10-29,26.18,,,,,2.715270652173913,9.641764432963486,,,,,,,
2020-10-30,26.29,,,,,2.713728260869565,9.687779126262202,,,,,,,
2020-11-02,26.41,,,,,2.709101086956521,9.748621093231232,,,,,,,
2020-11-03,26.3,,,,,2.7075586956521738,9.713547500274997,,,,,,,
2020-11-04,26.77,,,,,2.706016304347826,9.892771139992009,,,,,,,
2020-11-05,26.7,,,,,2.7044739130434783,9.872530058887929,,,,,,,
2020-11-06,26.57,,,,,2.7029315217391305,9.830067756546134,,,,,,,
2020-11-09,26.74,,,,,2.698304347826087,9.90992732956285,,,,,,,
2020-11-10,26.6,,,,,2.696761956521739,9.86368112160276,,,,,,,
2020-11-11,26.76,,,,,2.695219565217392,9.92869016882548,,,,,,,
2020-11-12,26.75,,,,,2.693677173913044,9.930662909074911,,,,,,,
2020-11-13,26.77,,,,,2.6921347826086954,9.943781482611987,,,,,,,
2020-11-16,26.84,,,,,2.687507608695652,9.986948469711107,,,,,,,
2020-11-17,27.02,,,,,2.6859652173913044,10.05969840005698,,,,,,,
2020-11-18,27.04,,,,,2.6844228260869563,10.072928801389985,,,,,,,
2020-11-19,27.02,,,,,2.6828804347826085,10.071265066342551,,,,,,,
2020-11-20,27.1,,,,,2.6813380434782608,10.106894229884416,,,,,,,
2020-11-23,27.16,,,,,2.676710869565217,10.146781375909924,,,,,,,
2020-11-24,27.4,,,,,2.6751684782608693,10.242345565395109,,,,,,,
2020-11-25,27.32,,,,,2.6736260869565216,10.218332373880775,,,,,,,
2020-11-27,26.92,,,,,2.670541304347826,10.080353356142584,,,,,,,
2020-11-30,26.55,,,,,2.6659141304347824,9.959060457686226,,,,,,,
2020-12-01,26.72,,,,,2.6643717391304347,10.02863061770823,,,,,,,
2020-12-02,26.57,,,,,2.662829347826087,9.97810844382181,,,,,,,
2020-12-03,26.56,,,,,2.661286956521739,9.98013383521539,,,,,,,
